Local Authority Name	Electorate	Number of Votes	Yes	No	Rejected Papers 	Estimated population (2013)	Estimated Males (2013)	Estimated Females (2013)	Area (square km)	Population density	Council expenditure per capita (£)	Total Population SAPE 2010	Best-fit Working Age Population	Overall SIMD 2012 Score	Overall SIMD 2012 Rank	Income domain 2012 rate	Number of Income Deprived People 2012	Income domain 2012 rank	Employment domain 2012 rate	Number of Employment Deprived People 2012	Employment domain 2012 rank	Health domain 2012 score	Health domain 2012 rank	Education Skills and Training domain 2012 score	Education Skills and Training domain 2012 rank	Housing domain score	Housing domain rank	Geographic Access domain 2012 score	Geographic Access domain 2012 rank	SIMD Crime 2012 score	SIMD Crime 2012 rank	Working age people with no qualifications	People aged 16-19 not in full time education	Proportion of 17-21 year olds entering higher education 	Pupil Performance on SQA at Stage 4	School Pupil Absences 
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	908	530	9.192973902	4912	8	70	4249	7	40	4383	-0.113453981	3534	-0.850208026	5394	3.351206434	6197	7.311596538	4884	313	3046	49.03	5	13.97	104	5.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	599	316	8.271093489	5135	6	35	4878	7	25	4539	-0.246783921	3886	-0.771755522	5223	2.295081967	6355	13.21588743	3731	257	3533	56.86	11	12.86	150	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	578	366	5.506696817	5803	3	15	6112	4	15	5758	-1.282839472	6104	-1.041281951	5737	1.909722222	6397	38.62027163	1073	0	5837	48.27	2	12.62	115	4.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	824	543	47.29868629	608	27	220	762	27	145	623	1.485631487	278	0.74484302	1419	25.98039216	1477	2.655108952	5908	3220	22	97.33	34	0	164	10.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	844	483	30.08075963	1592	16	130	2335	21	100	1304	1.164625885	578	0.006840693	3164	22.39657632	1883	2.3455694	5985	1163	326	73.07	30	13.89	151	7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	985	599	26.25831072	1955	15	150	2419	14	80	2616	0.766546638	1259	0.520112844	1956	14.375	3646	46.04132196	751	309	3080	132.12	9	0	108	8.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	670	348	35.9256909	1163	29	190	624	21	70	1336	1.18653642	546	-0.506644155	4548	14.92109039	3496	13.3273515	3716	548	1608	81.91	6	13.68	166	5.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1083	792	42.87902061	774	24	265	1034	25	200	733	1.493510005	268	0.160173184	2800	24.57002457	1634	7.337807862	4878	3085	25	79.34	28.75	7.55	112	7.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	700	454	74.70958424	59	37	260	150	45	210	29	1.970240471	69	1.549748706	232	20.50632911	2197	7.566208716	4834	1759	108	134.54	20	0	152	12.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	841	507	38.48275469	995	22	185	1337	21	105	1238	0.876790196	1031	0.914090278	1056	15.61866126	3323	43.45558212	848	880	641	130.37	22	0	132	10.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	485	314	66.89710319	138	33	160	293	38	120	90	1.827578438	103	1.382680841	361	29.08438061	1184	8.079954573	4714	1350	224	165.75	19	0	135	10.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	775	485	43.37794645	751	23	175	1236	21	105	1249	1.26941848	466	1.663579939	152	22.39641657	1884	16.72265466	3133	681	1094	167.74	21	0	132	11.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	842	542	67.02694373	136	35	295	223	39	215	73	1.857791392	94	1.094525038	724	25.75574365	1503	3.611526556	5682	1621	135	145	33	0	175	10.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	858	537	57.01968415	292	32	270	391	29	155	437	1.068341328	714	1.981294507	39	18.97374702	2499	21.29690136	2516	616	1317	199.9	22	0	172	12
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	486	320	43.40008511	749	23	115	1121	28	90	512	1.176167878	559	1.095554902	722	15.02782931	3470	6.451570634	5087	669	1133	162.09	14	0	172	11.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	929	567	38.19281613	1015	24	220	1112	23	130	966	1.098071077	672	0.736588782	1440	17.79835391	2762	8.880834937	4549	895	618	128.92	24	6.67	190	9.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	930	608	71.76480332	79	39	365	110	37	220	115	2.112758132	41	1.457363652	293	25.95744681	1481	1.723048234	6125	1501	162	141.46	23	0	222	11.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	547	354	33.48768509	1319	24	130	1098	22	80	1135	0.629860056	1573	0.694383507	1527	17.5862069	2804	4.861374459	5404	627	1273	146.27	18	0	184	7.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	755	448	78.51911171	39	44	330	43	39	170	81	1.870035678	89	1.976188421	40	23.07692308	1792.5	3.782714594	5642	1682	121	186.17	21	0	119	12.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	678	409	24.79757592	2116	14	95	2737	15	60	2304	0.252895496	2513	0.796422266	1294	22.23684211	1906	41.04822185	959	164	4595	147.61	18	5.6	204	9.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	675	415	51.94475888	431	27	185	745	29	120	442	1.505063787	262	1.369642134	372	20.02743484	2285	7.425514011	4855	1148	336	170.17	27	0	174	10
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	819	448	36.52970079	1134	21	175	1364	19	85	1597	0.689600778	1430	1.564533801	217	20.36363636	2225	18.50955583	2867	410	2323	187.57	14	0	194	11.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	511	308	50.78636973	469	27	135	775	30	90	401	0.734757178	1318	1.666828175	150	29.51699463	1158	11.54624366	4029	1275	260	182.66	23	0	180	11.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	923	597	20.00110107	2744	15	135	2547	15	90	2208	0.421631576	2080	0.108496746	2933	18.32139202	2637	4.620429661	5451	171	4497	109.42	10	6.99	196	6.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	588	392	22.55829515	2357	14	80	2695	15	60	2272	0.680101037	1452	0.367978425	2291	17.58064516	2805	1.328981691	6218	665	1149	125.33	8	6.42	165	8.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	594	373	11.2567075	4426	6	40	4674	9	35	3865	-0.206496238	3754	-0.016154274	3215	16.93290735	2974	4.434125432	5486	419	2254	84.81	6	6.67	157	7.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	849	532	10.71380644	4563	6	50	4901	9	50	3689	-0.170815715	3667	-0.260566565	3899	14.55347299	3593	16.42830989	3180	86	5617	91.8	4	8.63	206	5.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	832	504	24.27947764	2171	20	165	1554	16	80	2040	0.181686288	2716	-0.280253121	3952	16.34491634	3125	22.31830959	2390	465	1988	97.38	15	9.02	222	5.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	554	324	9.236616695	4905	6	30	4899	8	25	4049	0.064930073	3030	-0.296839618	3996	8.348134991	5275	3.247086256	5764	0	5790	82.61	6	7.14	163	5.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	667	407	68.96198767	116	38	250	140	32	130	305	2.172095776	34	1.888197614	62	26.75862069	1389	13.14617827	3738	670	1129	187.21	39	0	220	11.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	808	556	7.522691966	5301	5	40	5242	4	20	5960	-1.0336982	5742	-0.593903343	4778	3.524804178	6171	40.34022523	986	175	4443	71.92	4	10.96	167	5.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	790	508	21.86412586	2460	15	120	2481	17	85	1954	0.464639582	1968	0.306074499	2444	14.125	3718	6.214469207	5131	244	3656	108.6	14	0	223	6.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	839	539	23.69765834	2241	15	130	2409	14	75	2452	0.515333204	1834	0.341733222	2357	14.88020177	3508	40.76051995	971	0	6250	139.71	9	0	202	7.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	962	588	21.48506214	2522	17	160	2147	14	80	2496	0.530726732	1788	0.2464028	2597	13.39563863	3948	5.738830856	5217	310	3071	108.63	13	5.14	174	6.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	706	407	15.06578083	3600	12	85	3109	9	40	3710	0.16335407	2759	-0.025362267	3240	8.358662614	5273	19.04009665	2798	72	5820	105.76	3	6.45	208	7.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	801	522	25.98629991	1984	14	110	2713	14	70	2600	0.417627018	2094	0.976814527	938	22.27912932	1898	38.83419367	1060	341	2824	163.06	11	0	133	9.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	604	345	29.44162466	1646	22	130	1324	19	65	1569	0.756739463	1273	0.573686324	1825	15.75562701	3279	10.74888345	4187	137	4935	123.4	21	7.69	219	8.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	584	360	7.975527985	5194	5	30	5185	6	20	5099	-1.276091715	6097	-0.527953137	4612	4.132231405	6070	35.85236655	1235	142	4863	64.06	7	5.38	197	4.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	525	304	14.68454211	3688	11	60	3298	12	35	3098	0.047797918	3085	-0.577422878	4727	6.090373281	5688	9.844006326	4352	509	1784	79.77	3	8.74	184	5.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	668	445	23.17464948	2289	19	125	1711	15	65	2233	0.240218544	2548	0.260038782	2554	18.89655172	2513	10.16225993	4283	322	2967	109.24	16	7.65	180	7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	838	446	10.60513228	4592	7	60	4351	8	35	4126	-0.220993704	3790	-0.79121686	5272	4.761904762	5952	28.1461909	1749	63	5946	62.64	2	10.97	189	5.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	717	473	21.89585288	2454	15	110	2364	11	50	3228	0.480325778	1930	0.230056872	2634	9.275730623	5065	38.89093608	1054	250	3592	87.01	10	0	213	7.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	868	514	3.9201918	6191	3	25	6093	5	25	5504	-0.754754765	5215	-1.169825768	5904	4.489337823	5993	11.82153779	3974	163	4611	38.46	3	15.17	244	4.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	865	513	7.630308928	5265	6	50	4897	7	35	4523	-0.771410489	5254	-0.622590835	4862	6.538895152	5619	15.54925205	3328	194	4216	54.68	8	7.84	239	5.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	800	493	22.09680757	2420	14	115	2630	13	65	2847	0.519857163	1816	0.301152718	2458	24.55303933	1635	31.70406689	1498	203	4096	137.22	4	0	198	6.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	629	359	10.39016415	4647	7	40	4637	9	35	3933	-0.150247464	3623	-0.574122144	4716	6.213872832	5670	22.09331645	2418	0	5881	69.28	8	6.25	201	4.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1086	613	32.82705827	1371	18	195	1858	19	115	1575	0.907997485	983	0.803572581	1281	16.86879824	2991	38.27895227	1093	431	2178	137.26	12	0	139	8.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	827	448	4.691868131	6005	4	35	5548	5	20	5389	-0.464769888	4491	-1.209095785	5944	4.225352113	6048.5	9.878137403	4344	86	5620	35.77	3	14.17	163	4.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	550	335	13.33472866	3970	11	60	3292	10	35	3555	-0.120309828	3555	-0.25501017	3884	11.80811808	4387	1.774654816	6112	472	1950	65.75	18	7.41	200	6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	681	416	21.49889993	2519	12	85	3073	14	60	2412	0.104072848	2915	0.229815857	2636	9.894459103	4909	44.23798729	819	321	2976	110.98	15	5.17	220	6.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	466	276	13.28041579	3983	11	50	3360	9	25	3786	0.199466865	2670	-0.396253069	4267	13.94891945	3775.5	2.196298299	6029	399	2391	65.76	4	8.97	212	5.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	685	387	25.26077555	2061	19	130	1715	15	55	2349	0.706207672	1391	0.164154623	2789	15.78231293	3271	16.71563219	3136	421	2241	110.24	9	7.2	242	8.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	718	464	8.014760595	5184	6	45	4731	8	35	4231	-0.457571679	4468	-0.525541356	4606	6.281407035	5659	2.169251299	6037	283	3306	61.33	6	10.28	224	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	876	484	4.842895	5973	4	40	5412	5	20	5569	-0.40006854	4314	-1.186829184	5921	5.990220049	5710	11.29958689	4067	0	6123	41.82	3	12.2	162	4.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	820	472	7.29428532	5356	7	60	4458	7	30	4533	-0.373469499	4246	-0.853454028	5400	8.00942285	5329	2.102643827	6053	173	4472	73.73	3	10.34	243	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1061	646	16.96447652	3227	10	105	3691	8	50	4132	0.125676476	2860	-0.19120186	3688	10.58434399	4730.5	47.79379158	697	545	1627	107.84	5	6.88	206	5.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	864	478	7.845009765	5220	6	55	4778	8	35	4322	-0.370061721	4238	-0.605747084	4807	4.572803851	5979	4.101095324	5566	235	3763	43.79	5	7.2	151	5.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	755	451	30.92627054	1514	17	125	2093	17	75	1866	0.989413956	834	1.194666974	582	15.36458333	3384	9.976606458	4324	390	2450	159.23	17	0	128	10.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	750	466	13.88059613	3869	10	75	3684	7	35	4496	-0.62699651	4912	-0.050468154	3308	16.47940075	3100	45.3402598	777	153	4732	81.26	5	5.13	139	6.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	964	608	20.45743777	2678	13	120	2962	11	70	3142	0.256500451	2503	-0.099066435	3436	10.88139282	4642	56.22922368	502	258	3512	107.07	8	12.03	189	7.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	796	368	6.147374003	5641	3	25	5874	4	15	5884	-0.359285585	4217	-1.302263166	6052	1.222826087	6463	31.26102904	1522	143	4859	27.54	3	25.55	141	5.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	613	323	6.765676374	5483	5	35	5034	6	20	4822	-0.280548151	3988	-1.285416522	6032	2.103559871	6378	13.72126886	3642	119	5183	23.24	5	26.09	176	5.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	656	341	4.608419928	6029	2	15	6162	3	10	6178	-1.267807123	6084	-1.49099426	6237	1.31147541	6454	36.98024899	1167	77	5729	25.77	1.5625	19.69	225	5.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	833	488	4.585582884	6034	3	25	5885	5	25	5290	-0.712933951	5107	-1.091005656	5796	6.024096386	5700.5	12.06296906	3935	171	4507	53.9	1	18.9	123	5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	717	450	21.76469004	2474	12	85	3168	16	75	2045	0.386546367	2177	0.103053027	2950	23.56608479	1731	0.967732854	6299	1237	277	73.44	17	6.9	171	7.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	796	420	9.038515524	4950	9	70	3988	5	20	5230	0.207555499	2641	-1.486258977	6232	11.44414169	4498	0.887159018	6319	469	1961	40.42	4.6875	17	215	3.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	959	562	20.13375742	2722	12	120	3047	15	90	2195	0.353446077	2258	-0.291380906	3981	11.11111111	4583	33.09712421	1404	159	4659	98.61	13	9.23	218	5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	922	565	26.39613775	1939	17	160	1984	17	100	1884	0.729441631	1331	0.146963967	2833	22.61640798	1841	15.75890168	3290	572	1525	81.82	10	6.67	180	6.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	609	363	29.54145239	1642	17	105	2018	20	70	1469	0.617926332	1599	0.98409114	923	16.71974522	3042	17.63084939	3006	203	4102	136.53	13	0	195	8.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	720	442	31.72140561	1453	23	165	1230	23	100	1047	0.67411659	1459	0.337044369	2375	23.81578947	1704	7.340396467	4877	343	2794	78.06	17	6.54	231	8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	712	464	11.77743653	4309	7	50	4429	7	35	4392	-0.704865231	5089	-0.513779951	4575	12.13389121	4306	49.80226954	642	100	5453	73.56	6.25	12.6	207	5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	861	519	19.77579983	2778	15	125	2569	13	70	2631	0.257579771	2496	0.196271734	2716	13.66666667	3878	16.61238857	3151	267	3427	87.95	4.6875	5.56	217	7.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	778	455	15.90699857	3422	10	80	3501	11	50	3230	0.40087424	2143	-0.230367803	3801	4.862023653	5923	23.10162537	2294	104	5392	82.6	4	6	211	5.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	995	569	9.071726962	4940	4	40	5530	6	30	4907	-0.238414258	3847	-0.80434682	5293	9.739524349	4949	38.45381686	1085	110	5322	67.47	6.25	12.32	154	4.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	652	350	43.06918041	770	27	175	773	27	90	596	1.29461793	442	0.781791629	1329	24.95921697	1590	4.84300267	5406	424	2228	120.07	18	0	171	7.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	590	307	14.26796675	3783	15	90	2449	7	20	4587	0.023594632	3160	-0.258685712	3895	10.03289474	4864	17.33279783	3043	137	4936	78.25	1	9.32	160	6.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	811	493	5.806767195	5717	4	30	5628	5	25	5134	-0.705752746	5092	-0.717099175	5106	6.659142212	5590	17.21094634	3062	112	5280	53.04	4	6.19	171	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	878	535	4.145373246	6144	2	20	6245	4	20	5823	-0.533731222	4673	-1.018271477	5707	1.46231721	6443	15.42418781	3345	152	4742	39.05	3	15.05	158	5.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	549	366	22.51448832	2367	15	85	2363	16	60	2173	0.508216171	1857	0.247093481	2596	17.46522411	2834.5	12.9346989	3774	334	2879	118.68	11	0	161	6.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	610	409	7.012616797	5426	8	50	4060	5	20	5282	-0.758301574	5226	-0.453166616	4421	9.85915493	4916	7.902402466	4756	0	6414	44.75	8	10.2	141	7.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	560	361	5.531098795	5798	4	20	5738	4	15	5851	-1.356788496	6179	-1.042952161	5741	2.415458937	6339	35.54446726	1249	91	5560	37.16	3	11.43	213	5.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	627	348	7.066935112	5412	4	25	5552	5	15	5538	-1.000879863	5695	-0.640142296	4916	3.167420815	6234	35.87937803	1234	158	4675	42.4	5	8.25	176	6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	566	379	4.305532364	6100	2	10	6380	3	10	6026	-1.007355768	5703	-1.021331953	5708	2.027027027	6386	29.88010418	1614	0	6254	40.06	3	8.89	128	4.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	457	291	5.976331057	5676	4	15	5682	5	15	5268	-1.407367652	6226	-0.990735061	5665	5.859375	5742	33.09911601	1403	0	6179	47.3	1	16.51	120	5.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1275	699	22.54773851	2359	15	190	2525	13	90	2749	0.237438136	2560	0.603204121	1744	17.39631336	2857	36.77044916	1180	129	5054	133.33	20	0	207	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	730	422	14.40350807	3754	8	60	4139	11	50	3130	0.002289328	3212	-0.128639832	3521	8.997429306	5130	23.39492094	2263	195	4197	56.46	11	8.03	217	7.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	799	517	19.2513515	2876	9	75	3842	12	60	2928	0.354986963	2253	0.124801893	2884	13.95348837	3772	41.68683972	933	312	3053	93.49	10	5.59	108	6.5
South Lanarkshire	261193	222927	100990	121800	137	314850	151491	163359	1772	178	2309	647	438	18.90210471	2923	10	65	3601	11	45	3238	-0.46582862	4493	0.043829408	3080	14.95934959	3490	71.16690251	210	195	4202	101.54	10	8.75	200	6.6
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	796	533	22.9840025	2309	15	120	2451	11	60	3212	-0.485530961	4544	0.151105955	2825	17.56954612	2808	73.39406771	175	535	1669	113.28	3	7.38	227	7.4
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	553	352	15.70245608	3459	7	40	4463	10	35	3535	-0.735221053	5160	0.122502144	2892	11.08949416	4585	60.16005869	413	244	3661	92.45	13	0	240	6.1
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	794	479	40.50822511	895	26	210	844	24	110	930	0.663619787	1491	1.322997695	425	17.99065421	2724	22.12523202	2413	220	3898	185.49	24	0	101	8.1
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	643	369	9.951225029	4748	5	35	5134	8	25	4200	-1.14474114	5908	-0.863903623	5421	13.2192846	3998	47.92012832	695	79	5704	59.04	18	22.45	136	4.4
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	911	557	20.97902232	2601	16	150	2202	14	80	2519	-0.07879561	3444	0.219061394	2661	15.27777778	3402	19.95179823	2682	441	2123	113.33	9	7.63	228	7.6
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	953	578	51.12617856	462	30	290	496	29	170	452	0.753077891	1285	1.479973558	271	18.41820152	2614	29.57554696	1633	582	1468	152.17	16	0	196	11.8
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	790	477	32.33658612	1408	18	140	1936	19	90	1618	0.414068281	2104	1.177072045	610	21.91780822	1957	38.93192992	1051	366	2611	171.14	15	0	196	7.6
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	846	519	13.25717502	3989	6	55	4678	7	30	4686	-1.066425148	5791	-0.644301482	4934	8.014354067	5327	73.81455657	172	365	2621	84.3	0	12.4	203	5.8
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	949	574	10.41455233	4641	7	65	4500	7	40	4470	-0.879131015	5465	-0.78948874	5270	8.608490566	5213	46.31113038	744	53	6057	73.68	2	9.32	213	4.5
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	1069	566	25.69019827	2011	13	135	2988	16	90	2178	-0.285356709	4004	1.106452345	706	17.6626826	2793	46.22629231	746	312	3055	153.02	9	0	201	9.2
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	907	496	17.66806386	3125	12	105	3198	8	40	4195	0.184047202	2709	-0.394878713	4263	9.287925697	5061	66.03763969	289	113	5277	102.73	3	7.59	189	5
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	1038	556	8.307239572	5126	9	95	3902	6	35	4853	-0.452056983	4457	-0.718036867	5107	10.69397042	4694.5	8.35355015	4653	169	4525	94.98	11	20.43	183	4.8
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	734	402	3.084790555	6348	4	30	5501	4	15	5908	-1.321679945	6142	-1.376230669	6121	8.661417323	5200	0.602785486	6388	324	2953	59.27	2	20	203	3.6
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	770	458	54.03399574	383	29	225	553	30	135	411	0.505407681	1864	2.191102361	18	24.06356413	1680	21.485831	2491	845	712	192.87	25	0	123	14.3
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	1162	690	24.97311931	2100	18	210	1873	16	110	2186	0.095650155	2939	0.93336745	1026	18.95991333	2502	15.09208801	3402	134	4997	156.64	14.0625	0	142	8.9
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	704	475	10.58066493	4599	3	20	6033	4	20	5888	-0.75049475	5197	-0.723223865	5116	11.994003	4331	80.20704755	116	219	3914	89.33	3	11.11	180	4.8
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	803	423	15.04652985	3606	14	110	2718	13	50	2813	-0.917397456	5535	0.021971247	3132	17.45283019	2840	0.644412568	6377	360	2657	102.06	7	5.32	121	7.1
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	782	483	10.66094207	4575	5	35	5314	6	30	4895	-1.386497083	6212	-0.359889654	4170	13.43012704	3940	57.01453424	485	266	3445	84.45	8	7.44	171	4.9
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	894	541	10.63999143	4581	7	65	4324	8	45	4054	-0.755960184	5220	-0.099142681	3437	8.620689655	5208	12.46046396	3862	413	2290	101.02	11	6.36	193	6.3
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	564	344	7.722928267	5245	3	20	5901	4	15	5893	-1.077596217	5812	-0.877341983	5451	5.346534654	5833	61.10361634	396	0	6047	69.11	2	17.74	203	4.9
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	781	454	12.3199128	4178	9	70	3856	6	30	4746	-0.848103811	5398	-0.252788602	3879	14.28571429	3665.5	48.62930144	677	0	6230	110.36	9	10.89	142	5.4
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	713	459	14.16814417	3805	9	65	3848	8	40	3988	-1.090726221	5827	-0.40824094	4305	9.748892171	4948	58.8223068	445	273	3381	88.04	7	13.08	139	5.4
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	693	433	17.91611493	3086	11	80	3250	9	45	3672	-0.336680261	4156	-0.224015936	3782	14.84257871	3521	69.79056653	228	92	5548	96.36	5	11.85	208	6.1
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	1464	898	7.064034252	5413	5	75	5091	6	55	4891	-0.28387315	3998	-0.906716641	5513	3.482587065	6176	11.25916049	4075	245	3652	53.74	2	16.59	136	4.8
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	557	352	35.84952073	1165	24	135	1062	19	65	1638	0.799370068	1183	1.233136248	526	19.39799331	2411	14.86331923	3432	430	2187	168.85	14	0	186	9.7
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	535	338	27.38607774	1835	18	95	1961	19	65	1603	-0.663927106	5004	0.642822491	1639	17.73049645	2775	37.13431865	1160	713	987	97.61	25	6.12	224	9.4
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	652	431	21.41043913	2537	15	100	2360	16	70	1999	0.448146322	1997	0.053667898	3058	15.97542243	3217	6.968044459	4967	241	3689	122.14	5	9.29	153	6.9
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	613	360	38.11351899	1024	27	165	737	23	85	961	0.668433976	1479	0.947123084	998	16.09375	3189	4.205218847	5539	605	1363	163.92	18.75	0	142	7.5
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	634	412	12.28610526	4184	7	40	4605	9	40	3816	0.149006765	2800	-0.09081213	3415	10.89965398	4638	8.768168458	4568	404	2355	80.65	4	9.2	171	7.5
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	777	450	24.63566246	2130	17	130	2085	20	85	1511	0.154462325	2785	-0.186716493	3669	11.76470588	4397.5	3.213300777	5773	1304	249	83.08	14	8.47	181	5.8
South Lanarkshire	0	0	0	0	0	0	0	0	0	0	0	621	376	14.50583212	3731	9	55	3980	14	50	2550	0.08173085	2986	-0.340155853	4119	6.496062992	5628	14.48761313	3506	119	5187	82.37	5	6.33	237	5.6
