Local Authority Name	Electorate	Number of Votes	Yes	No	Rejected Papers 	Estimated population (2013)	Estimated Males (2013)	Estimated Females (2013)	Area (square km)	Population density	Council expenditure per capita (£)	Total Population SAPE 2010	Best-fit Working Age Population	Overall SIMD 2012 Score	Overall SIMD 2012 Rank	Income domain 2012 rate	Number of Income Deprived People 2012	Income domain 2012 rank	Employment domain 2012 rate	Number of Employment Deprived People 2012	Employment domain 2012 rank	Health domain 2012 score	Health domain 2012 rank	Education Skills and Training domain 2012 score	Education Skills and Training domain 2012 rank	Housing domain score	Housing domain rank	Geographic Access domain 2012 score	Geographic Access domain 2012 rank	SIMD Crime 2012 score	SIMD Crime 2012 rank	Working age people with no qualifications	People aged 16-19 not in full time education	Proportion of 17-21 year olds entering higher education 	Pupil Performance on SQA at Stage 4	School Pupil Absences 
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	872	517	3.125454083	6341	1	15	6400	2	10	6411	-1.179166257	5956	-1.22853946	5966	1.443569554	6444	22.78378539	2333	131	5032	23.87	3	34.07	156	4.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	839	710	20.32611131	2693	10	80	3672	9	65	3678	0.962674465	892	-0.308439094	4029	21.00719424	2110	2.557740016	5937	3184	23	39	21	0	207	6.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	947	675	4.780190363	5991	2	15	6381	2	15	6387	-0.962401174	5627	-1.451768805	6209	14.68926554	3560	3.181954006	5787	1294	253	25.22	5	14.84	216	3.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	785	577	28.08497005	1760	15	120	2461	18	100	1822	0.872546962	1038	0.407650873	2204	29.85274431	1129	0.7617167	6350	1736	113	111.37	27	8.46	181	8.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	611	499	3.884623925	6201	2	10	6335	1	10	6466	-1.389295938	6217	-0.872367345	5439	34.49419569	828	0.414392247	6431	696	1044	39.72	2	5.6	219	5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	932	570	3.310817817	6302	1	5	6487	1	5	6484	-0.785882188	5283	-1.948106377	6450	2.686202686	6315	24.80036368	2102	128	5061	21.06	0	26.83	253	4.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	809	521	5.592122456	5784	2	15	6377	4	20	5875	-0.72544719	5137	-1.001072291	5678	5.762711864	5760	33.06679666	1408	197	4165	35.45	0	16.85	204	6.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	795	529	2.42893802	6439	1	10	6419	1	5	6482	-1.183975377	5967	-2.344744731	6500	5.807365439	5750	18.18097959	2914	152	4752	12.6	0	31.25	247	3.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1019	887	18.30737036	3020	9	90	3998	9	80	3806	0.152198576	2789	0.274396931	2526	41.95725534	546	2.089746643	6057	6268	5	85.83	10	0	173	8.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	670	491	24.81869679	2112	14	95	2672	12	55	3020	0.752212664	1287	0.463466132	2088	35.89341693	753	14.83166349	3437	1329	235	93.63	5	0	148	9.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1100	866	17.28781563	3183	7	75	4602	8	75	4055	0.5368399	1771	-0.236888166	3824	47.68361582	393	1.929936503	6079	7529	2	81.43	5	6.44	153	4.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	814	406	12.26540066	4189	8	70	4037	6	25	4941	0.284478172	2440	-0.075209968	3371	12.125	4308	17.95306934	2950	207	4055	69.92	3.125	12.79	106	5.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	723	485	3.714331762	6241	2	20	6142	4	15	5988	-0.486423209	4547	-1.409686076	6167	10.87533157	4644	5.857005309	5194	328	2921	34.18	6.25	19.38	280	5.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1000	749	18.73920082	2947	11	105	3423	11	85	3143	0.327834401	2326	0.421315566	2168	33.40206186	882	1.777410888	6109	821	754	104.24	5	5.02	159	9.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	613	412	1.570144614	6490	2	15	6158	2	10	6363	-1.459811144	6263	-2.255774925	6495	6.055045872	5693	6.732294032	5022	155	4716	14.61	0	27.36	255	3.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	795	525	24.81632307	2113	15	120	2421	15	80	2239	0.272457022	2464	0.658166894	1593	21.05263158	2101.5	22.89156868	2320	627	1279	126.91	11	0	132	8.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	836	503	21.99194531	2434	15	130	2396	15	75	2225	0.43099077	2050	0.232467703	2627	24.85681558	1601	9.903193353	4339	358	2673	133.81	6	8.19	162	6.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1157	983	4.151787126	6142	3	35	6027	3	30	6171	-1.491845406	6285	-0.457961053	4433	42.88913774	521	1.525868126	6176	294	3205	31.5	4	0	202	7.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	959	577	6.258994702	5618	5	50	5019	2	10	6315	0.320270566	2352	-2.0263058	6472	6.484295846	5629	10.34478654	4249	122	5135	29.03	0	28.8	268	3.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	662	387	17.05601938	3216	9	60	3768	11	45	3273	0.541681794	1762	0.053037497	3060	20.77151335	2142	5.117855344	5346	649	1207	89.49	2	5.49	159	7.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	791	605	24.24062896	2176	15	115	2563	15	90	2242	0.72545008	1342	0.349038407	2341	44.40203562	479	0.827990769	6333	804	787	87.74	13	0	162	7.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	518	369	5.651193659	5764	6	30	4837	4	15	5886	-0.811849595	5338	-1.49223568	6238	25.95818815	1480	6.598679477	5055	421	2245	38.24	0	11.94	258	4.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	714	418	14.20759123	3799	9	60	4021	13	55	2712	0.263926913	2482	-0.629723652	4886	11.97368421	4333	14.03943491	3592	134	4990	61.53	4	22.34	183	6.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	698	433	27.46306668	1824	14	100	2667	17	70	1899	0.846245466	1086	0.572308711	1829	19.2408377	2447	24.76325612	2109	634	1248	126.18	6	5.15	118	7.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	675	414	5.903685648	5693	2	15	6185	4	15	5754	-0.788944387	5288	-0.952502178	5591	7.716049383	5381	35.1473973	1268	133	5002	52.76	0	7.69	199	4.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1268	1112	9.572843165	4827	5	65	5112	5	60	5194	-0.205586266	3749	-0.187918017	3675	53.0964467	278	1.321218452	6221	576	1507	51.78	4	12.96	166	9.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1037	765	21.64739102	2496	14	140	2744	10	75	3537	0.565624659	1718	0.634072605	1661	33.40471092	881	3.037314365	5819	970	504	120.45	5	9.85	119	10
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	837	616	30.62694067	1550	18	155	1813	16	95	2170	1.209155322	521	0.387753087	2245	41.11498258	577	4.296962287	5519	1199	300	102.12	5	0	179	10.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	743	482	1.628304568	6489	1	10	6426	2	10	6386	-1.271580056	6088	-1.685042333	6346	2.631578947	6321	9.054377049	4520	161	4628	18.23	1	23.48	215	4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	2052	1878	9.156332479	4921	5	95	5291	5	100	5153	-0.495448324	4581	-0.404996209	4299	52.68817204	286	1.620617215	6149	866	666	96.42	0	16.22	186	7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	875	816	6.057598922	5660	1	10	6436	2	15	6424	-1.414712166	6231	0.155868653	2809	47.72313297	390	1.932920908	6078	613	1329	49.1	0	24.07	90	11.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1277	1045	16.77794237	3260	7	90	4467	10	105	3532	0.501370712	1876	0.355297888	2317	39.19075145	631	4.460850948	5479	688	1072	90.54	5	0	166	9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	613	432	4.203215252	6130	3	15	6063	3	15	6152	-0.72305053	5132	-1.055663985	5757	21.5477997	2013	9.922123434	4334	328	2919	28.59	0	16.05	215	7.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	709	566	7.792361017	5229	6	40	4949	6	35	4825	-0.374723688	4249	-0.811056414	5304	28.47938144	1225	4.174403929	5548	388	2463	45.15	3.125	5.26	202	4.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	655	385	25.2163112	2068	18	115	1940	16	60	2171	0.541926015	1760	0.24114368	2609	22.11668928	1928	16.23843385	3209	605	1361	118.5	5	6.8	156	7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	710	432	34.98375286	1223	22	155	1291	20	85	1460	1.007188416	806	0.949731925	990	25.98425197	1476	7.623371991	4816	683	1089	139.32	18	0	126	8.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	680	478	37.34694019	1086	23	160	1135	24	115	839	0.753875951	1282	0.876526565	1133	36.47711512	726	0.752368452	6353	792	804	145.64	3	0	117	8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	636	393	33.16958987	1343	17	105	2151	15	60	2235	1.385861984	341	1.118761253	686	23.65439093	1724	0.565311445	6398	1121	355	134.54	17	0	106	8.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	816	626	14.23393035	3791	10	85	3571	8	50	4103	0.200833514	2665	-0.139498815	3555	27.86259542	1280	1.683896009	6134	670	1130	52.13	8	9.52	164	7.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1151	1033	10.77179951	4547	5	55	5313	6	65	4947	0.208031313	2637	-0.506640028	4547	41.49068323	562	3.999916749	5593	825	743	77.71	1	20.59	187	7.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	776	422	20.70798247	2645	14	105	2789	14	60	2469	0.506530883	1861	0.202102513	2699	28.02937577	1265	9.675012606	4386	363	2636	124.48	13	5.68	174	5.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	808	465	21.34418581	2546	11	85	3476	10	50	3430	0.743455153	1299	0.551553827	1883	20.04241782	2283	30.2588568	1587	390	2451	107.23	9	5.05	135	8.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	796	449	6.420280035	5576	3	25	5819	3	15	6054	-0.369761386	4234	-1.261660557	5996	12.84513806	4106	11.28081653	4071	857	685	34.81	0	15.38	244	5.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	705	437	40.71670684	883	25	175	1008	23	100	1044	1.288214266	449	1.143328403	655	33.67875648	870	4.396326186	5494	489	1865	142.85	13	0	126	10.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	728	411	2.58034424	6422	2	15	6307	1	5	6459	-1.365519731	6188	-1.613952974	6307	1.579778831	6433	20.66958827	2594	102	5407	36.21	0	22.31	237	4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	686	635	9.271829663	4900	4	30	5455	6	35	5118	-0.474649494	4519	-0.136412648	3548	60.34816248	176	3.786832659	5640	615	1320	63.79	2	0	148	7.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	742	460	36.36699306	1146	21	155	1446	20	90	1411	1.315973139	412	0.768375029	1362	15.69060773	3301	22.79494627	2330	627	1276	118.2	12	0	124	6.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1383	1200	27.34492939	1838	12	165	3100	15	185	2206	1.377247764	348	0.523354074	1948	55.30726257	240	0.953798549	6302	635	1243	96.49	13	0	135	7.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1097	950	17.25697854	3187	8	85	4300	10	95	3545	0.501201892	1878	0.441803987	2132	49.62742176	347	2.107540912	6051	681	1096	75.95	5	0	123	9.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	590	367	40.66723841	888	20	115	1582	28	100	514	1.388814108	338	0.499617172	2000	32.5648415	931	2.365143323	5979	969	507	133.32	5	6.14	128	6.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1101	893	16.36695063	3335	10	110	3663	8	70	4163	0.404317645	2130	0.369370497	2287	45.10385757	453	1.132647491	6257	647	1217	85.31	8	0	146	7.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	638	376	20.23472307	2710	14	85	2756	13	50	2745	0.419497072	2087	0.504763047	1991	22.64150943	1839	0.897472671	6317	507	1790	146.43	6	0	146	6.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	860	392	29.65026313	1633	19	165	1685	17	65	1979	1.074655625	701	0.54048508	1906	21.83020948	1970	13.92063386	3607	443	2117	129.53	16	0	193	6.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1093	831	12.23301067	4195	7	75	4585	11	90	3314	-0.011312018	3258	-0.643884617	4933	14.49101796	3609	6.417237716	5095	663	1158	54.2	4	10.1	130	5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	793	657	19.01626658	2913	9	70	3979	11	75	3288	0.600653059	1642	0.681502912	1548	37.37373737	694	9.780591675	4365	353	2718	107.96	8	0	129	9.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	508	302	20.22190007	2711	12	60	3150	15	45	2382	-0.161749101	3648	0.738795095	1435	25.31418312	1551	11.20460785	4087	411	2310	123.37	6	0	114	8.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	730	427	26.78949294	1897	15	105	2567	17	75	1897	0.622578602	1590	1.018848258	862	26.2755102	1444	1.15263435	6251	613	1330	132.09	6	0	125	10.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1133	867	23.7050064	2240	15	175	2388	11	95	3309	0.606239961	1627	0.838886565	1222	45.91520165	439	4.278252843	5522	705	1012	110.65	12	0	155	9.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	630	382	43.20718677	762	24	150	1086	23	85	1001	1.813801693	104	0.661491083	1589	17.67955801	2788	14.12714123	3576	1066	402	144.2	8	0	156	8.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	863	520	23.9800561	2209	14	120	2746	13	70	2689	1.219645316	512	0.163229238	2793	19.07824223	2480	12.3456894	3879	380	2514	104.16	11	0	214	5.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1114	690	3.906935844	6193	3	30	6135	3	20	6099	-0.713455839	5110	-1.18029766	5914	2.928870293	6274	18.11953198	2927	171	4506	36.44	1	13.82	149	4.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	738	439	17.98812453	3077	10	75	3607	12	50	2954	0.484065344	1920	0.434327672	2143	25.33825338	1548	5.733170163	5218	311	3061	132.03	6	0	199	6.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	992	821	2.805846111	6388	3	30	5975	2	15	6362	-1.554385953	6327	-0.69685568	5055	22.02505219	1942	1.277690133	6230	230	3820	62.19	1	6.81	117	4.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	875	549	18.09164377	3061	11	95	3351	13	75	2773	0.177717339	2724	0.312763444	2430	17.15575621	2918	14.40776788	3519	375	2554	89.55	11	9.84	115	7.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	973	623	30.51573559	1560	16	155	2276	17	105	1931	1.074935418	700	1.03783928	820	31.50684932	1008.5	7.030408611	4950	577	1501	135.56	8	0	95	8.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	810	663	14.87847855	3645	10	75	3734	7	45	4610	0.290951666	2425	0.232123984	2628	31.74311927	992	15.29240892	3364	370	2592	88.63	0.78125	12.03	149	7.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	823	550	36.85877606	1114	20	160	1605	23	130	967	1.110863043	657	0.860948184	1177	26.36469222	1436	14.64430838	3468	673	1118	112.82	22	0	156	9.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1457	1189	5.850656018	5709	3	45	5950	3	35	6174	-0.737416583	5164	-0.11401533	3480	38.39541547	660	3.211382434	5774	355	2700	59.96	3	16.22	151	9.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	658	398	20.7468812	2642	16	100	2359	12	45	3086	0.46617128	1962	0.561102882	1859	16.99438202	2962	9.216283595	4489	305	3106	112.59	9	0	92	7.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	935	564	32.35716731	1403	17	160	2024	14	80	2423	1.212513743	517	1.308790452	443	29.24528302	1175	7.175455176	4913	570	1531	145.16	15	0	165	9.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	747	421	16.17583408	3374	8	60	4229	13	55	2739	0.160412049	2768	0.135813999	2863	10.26666667	4812	15.70409731	3298	416	2275	108.11	8	0	183	5.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1228	989	5.449384312	5820	3	40	5812	3	35	6020	-0.399500295	4311	-0.626138139	4876	31.91076625	981	4.742809308	5429	298	3167	64.43	4	28.08	147	6.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1030	664	5.93155383	5684	2	20	6343	3	20	6200	-1.351070456	6173	-0.665245172	4982	2.242152466	6366	42.48508569	890	192	4245	32.84	5	8.79	142	4.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	492	310	8.834589426	4990	4	20	5612	5	20	5264	-0.197034627	3731	0.004482206	3168	20.35928144	2229	17.94776145	2952	175	4446	101.12	0	8.33	135	7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	766	439	25.07309224	2090	14	110	2577	14	65	2431	0.775795621	1242	0.78018751	1332	19.97533909	2299	13.6522701	3655	446	2089	119.93	15	0	225	8.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	979	622	3.287105913	6309	0	5	6497	1	5	6487	-1.326947896	6147	-1.586768583	6290	1.603665521	6427	30.75888783	1558	58	6009	28.71	1	16.56	130	3.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	565	441	18.3529128	3012	9	50	3826	12	50	3024	0.008920148	3195	0.525717273	1942	31.81818182	990	1.469619164	6184	1151	335	88.62	8	0	284	6.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	760	655	5.310095633	5862	4	30	5505	3	20	6091	-0.352209135	4192	-0.909013827	5521	37.10879285	708	9.26562701	4477	92	5551	58.45	1	8.02	176	7.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	533	372	4.921496165	5958	4	20	5741	3	10	6168	-0.491153387	4558	-0.592943707	4775	10.46931408	4758	7.136665523	4922	348	2757	62.5	3	0	145	3.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	798	483	22.28438207	2399	14	115	2594	14	65	2505	0.401061291	2141	0.737735632	1438	23.68421053	1721	3.23739611	5767	494	1845	141	14	0	108	7.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	795	490	55.05114288	351	29	230	579	27	130	621	1.967225787	71	1.441541788	306	28.13738441	1252	14.78704555	3446	930	560	134.76	26	0	141	11.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	635	424	25.30680992	2053	17	110	2001	16	70	2078	0.68088746	1451	0.633074961	1663	28.84615385	1207	1.259542171	6237	333	2884	135.37	13	5.36	124	8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	534	334	38.35986983	1002	21	115	1416	21	70	1245	0.820845483	1135	1.409311319	334	33.94495413	855.5	9.803656772	4361	865	668	169.73	7	0	112	9.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	845	539	26.58799316	1921	14	120	2657	16	85	2172	0.884341943	1021	1.009288866	877	24.39862543	1653	7.939218993	4743	304	3118	136.74	9	0	122	9.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1179	929	24.89766502	2106	15	180	2445	12	110	2980	0.638192697	1556	0.740224181	1431	35.75184017	756	8.567699235	4606	1038	429	108.04	4	5.53	197	11.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	724	492	7.742439715	5240	5	35	5234	5	25	5200	-0.32234703	4114	-0.126376253	3513	10.08827238	4851	6.052726124	5162	338	2845	70.11	4	5.08	125	8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	881	628	39.23953837	959	20	180	1531	21	135	1211	1.471682289	287	1.00528611	882	25.70332481	1510	9.172052539	4498	1006	465	126.67	12.5	0	207	10.2
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	831	440	14.39623634	3755	10	85	3485	9	40	3860	0.515825189	1829	-0.61929832	4846	13.47962382	3926.5	11.62298686	4010	360	2653	89.19	0	7.32	109	4.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	609	397	26.09366379	1972	12	70	3148	16	65	2166	0.698097053	1413	1.145052359	650	22.44039271	1873	8.298294295	4667	530	1686	143.92	11	0	118	10.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1088	883	20.25696549	2706	11	115	3435	10	95	3400	1.10639624	662	0.040193657	3092	32.6259947	927	5.082346102	5350	520	1725	110.27	1	6.24	104	4.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	607	361	41.5109303	828	28	170	637	17	65	1836	0.792528861	1201	1.551429855	228	32.37179487	948	14.30627946	3537	733	935	170.97	12.5	0	112	10.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	825	516	29.68801822	1630	16	130	2336	18	90	1716	0.755517427	1278	0.99047192	905	21.19503946	2076	1.410472251	6193	1108	367	136.64	14	0	192	7.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1029	726	8.578184969	5052	5	55	5130	5	35	5365	-0.007208555	3247	-0.141302006	3563	15.34936999	3389	5.395013402	5290	366	2614	67.85	4.6875	5.75	121	7.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	748	532	32.1405297	1424	20	145	1636	15	75	2318	1.135062189	622	1.014980435	871	35.07170795	788	2.986793709	5828	844	715	153.46	22	7.28	125	9.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	704	448	33.902489	1295	19	135	1709	21	90	1330	1.064459636	718	1.073832585	756	29.50819672	1159	1.467124121	6185	463	1997	151.87	18	0	114	9.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	820	587	40.92284916	872	25	200	1013	20	115	1427	1.290008294	446	1.212032227	557	26.97986577	1367	3.558899527	5693	1222	287	113.46	19	5.29	134	13.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	737	510	41.01709116	863	21	160	1375	26	135	625	1.068563223	713	0.984625453	919	24.3902439	1654	11.37299018	4056	871	656	140.13	13	0	101	9.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	878	536	57.53781813	284	31	270	430	25	135	722	1.574687509	221	1.98818473	38	22.18614719	1917	3.072253374	5811	1760	107	193.4	21	0	103	11.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	536	348	26.99678163	1873	15	80	2484	14	50	2422	0.554615034	1742	1.291776477	469	30.16393443	1108	6.824228179	4998	444	2105	142.77	9	0	115	11
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	745	441	53.92060327	387	32	240	342	24	105	903	1.538239342	242	1.592986537	201	24.93297587	1594	12.99909302	3762	876	648	169.27	33	0	112	10.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	796	536	44.74099158	689	26	205	869	21	110	1276	1.699990028	152	1.210638693	562	25.69832402	1511	1.126672056	6261	1166	323	152.22	9	0	121	11.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	798	501	25.54236364	2026	14	115	2645	15	70	2381	0.726018795	1341	0.989865671	906	25.29550827	1553	3.872394907	5620	547	1614	109.93	15	0	147	10.5
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	604	397	24.42153177	2151	15	90	2559	16	60	2121	0.943114122	929	0.248427075	2591	23.24159021	1768	7.880446554	4762	466	1979	125.95	4	7.29	199	7.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	874	586	15.79214409	3452	10	85	3629	9	50	3974	0.551355586	1745	0.095751504	2967	21.60278746	2003	0.459429742	6421	627	1278	78.08	18	0	107	7.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	665	451	49.98667371	496	27	180	766	24	110	916	1.487326289	275	1.646120878	166	25.38860104	1545	7.176603099	4912	1360	219	142.53	26	0	126	12.1
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	552	349	32.35348292	1404	19	105	1731	22	75	1129	0.650391404	1516	0.724283565	1470	22.34726688	1890	18.12084285	2926	612	1335	143.27	10.9375	0	111	7.3
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1144	906	17.32530973	3178	8	95	4098	8	70	4243	0.62443612	1580	0.591917528	1771	35.66529492	762	8.63079602	4593	534	1672	115.65	2	5.57	131	8.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	637	406	18.67449732	2959	9	60	3758	9	40	3704	0.666708312	1485	0.575161395	1819	14.42577031	3628	19.25024622	2773	364	2630	105.4	10	0	148	8.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	902	535	41.25838853	847	25	230	905	24	125	914	1.376400948	350	0.746015772	1415	22.98980747	1804	11.17841795	4088	637	1241	147.64	16	0	116	7.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	916	515	53.56427248	396	27	245	798	29	150	446	1.335902023	391	1.67255815	145	24.75	1609	9.599617326	4400	1440	184	167.02	14	0	87	12.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	1162	708	58.06699893	275	34	390	283	23	165	983	1.998257659	61	1.673860849	144	25.02532928	1584	6.655890054	5045	1329	234	166.55	13	0	115	11.4
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	648	497	51.94601896	430	25	160	986	30	150	373	1.64074326	176	1.34400997	404	37.02422145	712	0.099440413	6496	1215	291	131	21	0	184	11.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	801	493	38.78469549	986	23	185	1191	20	100	1364	1.422423221	315	0.714195343	1483	31.71091445	994	5.919010105	5183	1334	230	121.28	15	0	125	10.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	719	419	25.68622275	2012	15	110	2464	12	50	3051	0.659495047	1496	0.949037127	992	21.95431472	1951	24.09868454	2178	565	1561	138.72	10	0	133	9.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	826	543	30.21977393	1583	16	130	2268	21	110	1350	0.396319142	2154	0.867789774	1149	29.16666667	1179	2.7515297	5880	1628	133	141.67	7	0	159	7.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	466	228	15.18281736	3576	9	40	3951	11	25	3236	-0.06052789	3396	0.392571164	2232	11.63708087	4439	15.91817423	3267	233	3783	117.3	7	0	209	4.9
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	993	638	11.01362243	4493	5	55	5061	4	25	5634	-0.10323254	3498	-0.862066765	5415	7.095709571	5507	50.62219287	625	445	2100	49.88	5	18.3	144	5.8
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	609	405	8.142707256	5147	4	25	5433	6	25	5035	-0.287778342	4009	0.118087828	2911	15.83198708	3252	2.826942343	5864	286	3279	94.14	3	0	113	5.6
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	693	453	45.1346255	674	21	145	1481	26	115	689	1.398679597	331	1.409984863	333	29.22636103	1176	5.449688853	5277	1117	360	138.42	10	0	139	11.7
Aberdeen City	0	0	0	0	0	0	0	0	0	0	0	608	312	19.67252478	2802	11	65	3425	16	55	2024	0.101193207	2926	0.397883676	2222	12.90322581	4088.5	7.697857904	4797	540	1645	114.3	21.875	8.75	86	6.5
